,LocationDesc,Question,YearStart,Age (years),Education,Gender,Income,Race/Ethnicity,Total
869,Hawaii,Percent of adults who report consuming fruit less than one time daily,2017,37.9,37.075,36.95,37.528571428571425,40.71666666666667,37.0
870,Hawaii,Percent of adults who report consuming fruit less than one time daily,2019,41.13333333333333,40.2,40.349999999999994,40.55714285714286,43.98333333333333,40.3
871,Hawaii,Percent of adults who report consuming fruit less than one time daily,2021,44.11666666666667,43.75,42.6,42.628571428571426,41.46666666666666,42.6
872,Hawaii,Percent of adults who report consuming vegetables less than one time daily,2017,21.583333333333332,23.2,21.0,23.042857142857144,24.666666666666668,21.0
873,Hawaii,Percent of adults who report consuming vegetables less than one time daily,2019,22.28333333333333,22.85,21.950000000000003,23.599999999999998,22.933333333333334,22.0
874,Hawaii,Percent of adults who report consuming vegetables less than one time daily,2021,22.566666666666666,22.95,21.95,23.785714285714285,22.7,21.9
875,Idaho,Percent of adults aged 18 years and older who have an overweight classification,2011,35.06666666666667,34.925,34.95,34.77142857142857,36.525,35.2
876,Idaho,Percent of adults aged 18 years and older who have an overweight classification,2012,35.45,35.725,35.5,35.642857142857146,33.25,35.8
877,Idaho,Percent of adults aged 18 years and older who have an overweight classification,2013,35.11666666666667,35.175,35.15,35.42857142857143,28.9,35.4
878,Idaho,Percent of adults aged 18 years and older who have an overweight classification,2014,36.18333333333333,35.9,36.650000000000006,36.3,32.35,36.8
879,Idaho,Percent of adults aged 18 years and older who have an overweight classification,2015,36.166666666666664,36.375,36.35,35.74285714285714,37.25,36.6
880,Idaho,Percent of adults aged 18 years and older who have an overweight classification,2016,36.65,36.625,37.0,36.15714285714286,31.85,37.1
881,Idaho,Percent of adults aged 18 years and older who have an overweight classification,2017,36.016666666666666,37.05,36.349999999999994,35.32857142857143,34.1,36.6
882,Idaho,Percent of adults aged 18 years and older who have an overweight classification,2018,34.916666666666664,34.625,35.4,34.91428571428571,36.1,35.7
883,Idaho,Percent of adults aged 18 years and older who have an overweight classification,2019,34.21666666666667,34.775,34.65,33.94285714285714,31.275,34.8
884,Idaho,Percent of adults aged 18 years and older who have an overweight classification,2020,34.68333333333333,34.85,34.9,34.42857142857143,33.15,35.2
885,Idaho,Percent of adults aged 18 years and older who have an overweight classification,2021,35.516666666666666,34.575,35.75,34.214285714285715,39.1,35.9
886,Idaho,Percent of adults aged 18 years and older who have an overweight classification,2022,34.81666666666667,34.975,35.2,35.22857142857143,32.599999999999994,35.4
887,Idaho,Percent of adults aged 18 years and older who have an overweight classification,2023,35.449999999999996,35.1,35.6,34.114285714285714,32.775,35.7
888,Idaho,Percent of adults aged 18 years and older who have obesity,2011,26.766666666666666,27.525,27.049999999999997,27.314285714285713,31.325,27.0
889,Idaho,Percent of adults aged 18 years and older who have obesity,2012,26.2,27.0,26.75,26.728571428571428,31.875,26.8
890,Idaho,Percent of adults aged 18 years and older who have obesity,2013,29.266666666666666,29.625,29.549999999999997,29.62857142857143,38.575,29.6
891,Idaho,Percent of adults aged 18 years and older who have obesity,2014,28.75,29.425,28.95,29.271428571428572,33.7,28.9
892,Idaho,Percent of adults aged 18 years and older who have obesity,2015,28.25,28.875,28.55,28.95714285714286,31.700000000000003,28.6
893,Idaho,Percent of adults aged 18 years and older who have obesity,2016,27.383333333333336,27.85,27.35,27.12857142857143,36.125,27.4
894,Idaho,Percent of adults aged 18 years and older who have obesity,2017,29.150000000000002,29.4,29.35,29.571428571428573,33.699999999999996,29.3
895,Idaho,Percent of adults aged 18 years and older who have obesity,2018,27.78333333333333,28.475,28.4,28.471428571428568,30.0,28.4
896,Idaho,Percent of adults aged 18 years and older who have obesity,2019,29.183333333333334,29.725,29.5,30.057142857142853,31.225,29.5
897,Idaho,Percent of adults aged 18 years and older who have obesity,2020,31.099999999999998,31.925,31.1,31.914285714285715,33.95,31.1
898,Idaho,Percent of adults aged 18 years and older who have obesity,2021,31.483333333333334,31.424999999999997,31.6,33.9,33.35,31.6
899,Idaho,Percent of adults aged 18 years and older who have obesity,2022,33.233333333333334,34.3,33.2,33.55714285714286,36.9,33.2
900,Idaho,Percent of adults aged 18 years and older who have obesity,2023,30.900000000000002,30.85,31.0,33.4,37.325,31.0
901,Idaho,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2011,57.35,54.9,57.2,56.68571428571429,59.775,57.2
902,Idaho,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2013,53.85,52.2,53.85,53.17142857142857,57.150000000000006,53.9
903,Idaho,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2015,54.949999999999996,54.075,55.25,54.4,47.075,55.3
904,Idaho,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2017,54.81666666666666,51.825,54.8,52.31428571428571,52.166666666666664,54.8
905,Idaho,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2019,57.23333333333333,55.0,57.45,55.44285714285714,50.275,57.4
906,Idaho,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2023,64.61666666666666,62.475,64.65,60.34285714285714,60.550000000000004,64.7
907,Idaho,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,2011,22.7,21.3,22.35,21.857142857142858,25.925,22.4
908,Idaho,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,2013,20.666666666666668,19.125,20.4,19.82857142857143,19.7,20.4
909,Idaho,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,2015,21.533333333333335,20.025,21.25,20.314285714285713,15.825,21.3
910,Idaho,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,2017,23.583333333333332,21.55,23.25,21.87142857142857,21.766666666666666,23.3
911,Idaho,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,2019,22.03333333333333,20.025,21.75,20.25714285714286,24.0,21.7
912,Idaho,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,2023,29.966666666666665,28.575,29.45,26.428571428571427,29.674999999999997,29.4
913,Idaho,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2011,36.15,34.875,35.9,35.48571428571429,36.725,35.9
914,Idaho,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2013,33.266666666666666,32.625,33.599999999999994,33.17142857142857,33.05,33.6
915,Idaho,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2015,33.9,33.6,34.55,34.028571428571425,30.4,34.6
916,Idaho,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2017,35.35,33.8,35.7,34.72857142857143,36.43333333333333,35.7
917,Idaho,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2019,40.18333333333333,39.1,40.849999999999994,39.714285714285715,35.3,40.8
918,Idaho,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2023,46.38333333333333,46.7,47.35,44.714285714285715,43.875,47.3
919,Idaho,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,2011,30.650000000000002,29.65,30.3,29.885714285714283,33.125,30.3
920,Idaho,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,2013,30.683333333333334,28.475,30.1,29.571428571428573,28.025,30.1
921,Idaho,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,2015,30.46666666666667,28.15,29.95,29.085714285714285,27.075,29.9
922,Idaho,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,2017,33.13333333333333,31.299999999999997,32.5,31.41428571428571,32.93333333333333,32.5
923,Idaho,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,2019,31.900000000000002,29.6,31.25,30.042857142857144,36.9,31.2
924,Idaho,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,2023,39.85,37.925,39.150000000000006,35.51428571428572,41.34,39.1
925,Idaho,Percent of adults who engage in no leisure-time physical activity,2011,21.349999999999998,24.05,21.4,22.0,24.2,21.4
926,Idaho,Percent of adults who engage in no leisure-time physical activity,2012,19.766666666666666,22.25,20.25,20.957142857142856,23.725,20.3
927,Idaho,Percent of adults who engage in no leisure-time physical activity,2013,23.333333333333332,25.75,23.7,24.214285714285715,21.775000000000002,23.7
928,Idaho,Percent of adults who engage in no leisure-time physical activity,2014,18.3,20.675,18.700000000000003,20.014285714285712,24.15,18.7
929,Idaho,Percent of adults who engage in no leisure-time physical activity,2015,20.883333333333333,21.950000000000003,21.200000000000003,22.071428571428573,25.85,21.2
930,Idaho,Percent of adults who engage in no leisure-time physical activity,2016,19.75,22.225,20.2,22.557142857142857,30.1,20.2
931,Idaho,Percent of adults who engage in no leisure-time physical activity,2017,23.900000000000002,26.5,24.2,26.428571428571427,24.099999999999998,24.2
932,Idaho,Percent of adults who engage in no leisure-time physical activity,2018,20.116666666666664,23.175,20.35,22.87142857142857,26.2,20.5
933,Idaho,Percent of adults who engage in no leisure-time physical activity,2019,23.21666666666667,26.575000000000003,23.8,26.014285714285712,29.4,23.8
934,Idaho,Percent of adults who engage in no leisure-time physical activity,2020,20.133333333333333,23.025,20.55,23.557142857142857,23.35,20.5
935,Idaho,Percent of adults who engage in no leisure-time physical activity,2021,20.0,22.375,20.549999999999997,23.400000000000002,22.85,20.5
936,Idaho,Percent of adults who engage in no leisure-time physical activity,2022,21.099999999999998,23.925,21.5,25.385714285714283,25.0,21.5
937,Idaho,Percent of adults who engage in no leisure-time physical activity,2023,20.333333333333332,23.924999999999997,21.05,26.185714285714287,25.74,21.1
938,Idaho,Percent of adults who report consuming fruit less than one time daily,2017,35.86666666666667,36.625,35.45,37.114285714285714,38.699999999999996,35.4
939,Idaho,Percent of adults who report consuming fruit less than one time daily,2019,37.5,37.825,36.8,37.34285714285714,35.0,36.8
940,Idaho,Percent of adults who report consuming fruit less than one time daily,2021,42.61666666666667,41.75,41.75,43.114285714285714,43.75,41.8
941,Idaho,Percent of adults who report consuming vegetables less than one time daily,2017,16.083333333333332,18.05,15.9,17.814285714285713,18.933333333333334,15.9
942,Idaho,Percent of adults who report consuming vegetables less than one time daily,2019,16.816666666666666,17.35,16.6,18.242857142857144,16.8,16.6
943,Idaho,Percent of adults who report consuming vegetables less than one time daily,2021,16.5,17.2,16.15,18.47142857142857,17.775,16.2
944,Illinois,Percent of adults aged 18 years and older who have an overweight classification,2011,36.46666666666667,37.75,37.0,36.1,37.22,36.9
945,Illinois,Percent of adults aged 18 years and older who have an overweight classification,2012,35.483333333333334,35.925,35.9,35.31428571428571,33.0,35.8
946,Illinois,Percent of adults aged 18 years and older who have an overweight classification,2013,35.0,36.025,35.45,34.271428571428565,33.519999999999996,35.3
947,Illinois,Percent of adults aged 18 years and older who have an overweight classification,2014,33.85,34.725,34.55,33.55714285714286,32.0,34.5
948,Illinois,Percent of adults aged 18 years and older who have an overweight classification,2015,34.983333333333334,35.25,35.45,34.385714285714286,35.6,35.4
949,Illinois,Percent of adults aged 18 years and older who have an overweight classification,2016,33.016666666666666,32.925,33.45,31.52857142857143,31.839999999999996,33.4
950,Illinois,Percent of adults aged 18 years and older who have an overweight classification,2017,34.01666666666667,34.7,34.7,34.128571428571426,34.12,34.7
951,Illinois,Percent of adults aged 18 years and older who have an overweight classification,2018,34.25,35.1,34.9,33.800000000000004,31.32,34.9
952,Illinois,Percent of adults aged 18 years and older who have an overweight classification,2019,33.65,34.025,34.1,32.75714285714286,34.019999999999996,34.1
953,Illinois,Percent of adults aged 18 years and older who have an overweight classification,2020,35.333333333333336,35.425,35.599999999999994,35.357142857142854,36.9,35.6
954,Illinois,Percent of adults aged 18 years and older who have an overweight classification,2021,33.800000000000004,34.675,34.45,33.271428571428565,35.45,34.5
955,Illinois,Percent of adults aged 18 years and older who have an overweight classification,2022,33.166666666666664,32.5,33.9,32.27142857142857,31.5,33.9
956,Illinois,Percent of adults aged 18 years and older who have an overweight classification,2023,34.53333333333333,34.975,35.05,32.9,35.32,35.0
957,Illinois,Percent of adults aged 18 years and older who have obesity,2011,26.566666666666666,27.35,27.1,26.74285714285714,25.68,27.1
958,Illinois,Percent of adults aged 18 years and older who have obesity,2012,27.466666666666665,28.325,28.15,28.400000000000002,24.36,28.1
959,Illinois,Percent of adults aged 18 years and older who have obesity,2013,28.8,29.6,29.4,29.957142857142856,27.2,29.4
960,Illinois,Percent of adults aged 18 years and older who have obesity,2014,28.633333333333336,29.7,29.299999999999997,29.099999999999998,26.5,29.3
961,Illinois,Percent of adults aged 18 years and older who have obesity,2015,30.2,31.075,30.799999999999997,31.1,27.880000000000003,30.8
962,Illinois,Percent of adults aged 18 years and older who have obesity,2016,31.05,32.8,31.65,32.142857142857146,27.639999999999997,31.6
963,Illinois,Percent of adults aged 18 years and older who have obesity,2017,30.383333333333336,31.875,31.1,32.285714285714285,26.4,31.1
964,Illinois,Percent of adults aged 18 years and older who have obesity,2018,31.05,32.6,31.650000000000002,32.58571428571428,29.78,31.8
965,Illinois,Percent of adults aged 18 years and older who have obesity,2019,30.899999999999995,32.15,31.6,32.24285714285714,32.06,31.6
966,Illinois,Percent of adults aged 18 years and older who have obesity,2020,31.95,34.5,32.4,33.971428571428575,30.325,32.4
967,Illinois,Percent of adults aged 18 years and older who have obesity,2021,33.68333333333333,34.725,34.150000000000006,37.457142857142856,31.825000000000003,34.2
968,Illinois,Percent of adults aged 18 years and older who have obesity,2022,32.88333333333333,34.825,33.35,35.642857142857146,32.94,33.4
969,Illinois,Percent of adults aged 18 years and older who have obesity,2023,35.266666666666666,36.825,35.95,38.800000000000004,33.620000000000005,36.0
970,Illinois,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2011,51.96666666666667,49.375,51.65,50.74285714285714,49.04,51.7
971,Illinois,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2013,52.68333333333334,51.3,52.45,50.114285714285714,52.44,52.4
972,Illinois,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2015,49.78333333333333,47.2,49.8,47.357142857142854,48.6,49.8
973,Illinois,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2017,52.53333333333333,50.0,52.55,50.214285714285715,51.48,52.5
974,Illinois,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2019,50.35,47.325,50.5,47.528571428571425,47.480000000000004,50.5
975,Illinois,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2023,60.9,57.5,61.2,54.885714285714286,58.620000000000005,61.2
976,Illinois,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,2011,22.349999999999998,20.85,22.0,21.442857142857143,23.520000000000003,22.0
977,Illinois,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,2013,21.799999999999997,20.55,21.35,19.62857142857143,23.46,21.3
978,Illinois,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,2015,21.78333333333333,19.4,21.4,19.542857142857144,19.6,21.3
979,Illinois,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,2017,21.95,20.3,21.65,20.114285714285717,22.220000000000002,21.6
980,Illinois,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,2019,23.516666666666666,21.95,23.55,22.04285714285714,22.98,23.4
981,Illinois,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,2023,29.083333333333332,26.675,29.1,26.157142857142855,28.6,29.1
982,Illinois,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2011,31.566666666666666,29.95,31.25,31.157142857142855,27.160000000000004,31.2
983,Illinois,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2013,32.800000000000004,32.825,32.75,32.41428571428572,32.48,32.7
984,Illinois,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2015,29.53333333333333,27.85,29.85,28.857142857142858,27.72,29.8
985,Illinois,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2017,29.849999999999998,28.325,30.299999999999997,29.214285714285715,27.02,30.3
986,Illinois,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2019,30.900000000000002,29.025,31.299999999999997,29.37142857142857,28.839999999999996,31.2
987,Illinois,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2023,39.300000000000004,37.75,40.05,36.271428571428565,37.02,40.0
988,Illinois,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,2011,31.883333333333336,30.15,31.5,30.228571428571428,33.5,31.4
989,Illinois,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,2013,30.95,29.225,30.3,28.514285714285712,33.2,30.2
990,Illinois,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,2015,32.28333333333333,29.450000000000003,31.65,29.67142857142857,31.560000000000002,31.5
991,Illinois,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,2017,31.266666666666666,29.5,30.85,28.771428571428572,32.1,30.7
992,Illinois,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,2019,37.63333333333333,35.975,37.25,35.74285714285714,39.480000000000004,37.1
993,Illinois,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,2023,40.31666666666667,38.1,39.900000000000006,37.81428571428571,39.739999999999995,39.8
994,Illinois,Percent of adults who engage in no leisure-time physical activity,2011,24.8,27.2,25.049999999999997,26.75714285714286,26.76,25.1
995,Illinois,Percent of adults who engage in no leisure-time physical activity,2012,21.566666666666666,23.05,21.75,23.957142857142856,20.02,21.8
996,Illinois,Percent of adults who engage in no leisure-time physical activity,2013,24.7,25.975,25.049999999999997,27.185714285714287,23.3,25.1
997,Illinois,Percent of adults who engage in no leisure-time physical activity,2014,23.516666666666666,25.725,23.9,26.58571428571429,23.84,23.9
998,Illinois,Percent of adults who engage in no leisure-time physical activity,2015,24.366666666666664,26.950000000000003,24.8,27.771428571428572,25.119999999999997,24.8
999,Illinois,Percent of adults who engage in no leisure-time physical activity,2016,23.150000000000002,26.95,23.85,27.085714285714285,23.28,23.9
1000,Illinois,Percent of adults who engage in no leisure-time physical activity,2017,23.566666666666666,26.375,24.0,26.900000000000002,24.419999999999998,24.0
1001,Illinois,Percent of adults who engage in no leisure-time physical activity,2018,23.916666666666668,27.25,24.55,28.157142857142862,27.82,24.6
1002,Illinois,Percent of adults who engage in no leisure-time physical activity,2019,25.150000000000002,29.099999999999998,25.6,29.928571428571427,27.439999999999998,25.6
1003,Illinois,Percent of adults who engage in no leisure-time physical activity,2020,24.733333333333334,28.1,25.35,29.02857142857143,27.9,25.3
1004,Illinois,Percent of adults who engage in no leisure-time physical activity,2021,26.483333333333334,30.65,27.15,31.542857142857144,28.0,27.2
1005,Illinois,Percent of adults who engage in no leisure-time physical activity,2022,22.166666666666668,26.175,22.75,27.02857142857143,23.64,22.8
1006,Illinois,Percent of adults who engage in no leisure-time physical activity,2023,20.766666666666666,25.075000000000003,21.35,27.085714285714285,22.98,21.4
1007,Illinois,Percent of adults who report consuming fruit less than one time daily,2017,33.699999999999996,33.675,33.4,34.51428571428571,34.739999999999995,33.3
1008,Illinois,Percent of adults who report consuming fruit less than one time daily,2019,39.03333333333333,39.35,38.45,39.32857142857143,36.44,38.3
1009,Illinois,Percent of adults who report consuming fruit less than one time daily,2021,39.65,38.875,39.25,40.57142857142857,36.724999999999994,39.2
1010,Illinois,Percent of adults who report consuming vegetables less than one time daily,2017,21.78333333333333,24.05,21.3,23.74285714285714,25.72,21.3
1011,Illinois,Percent of adults who report consuming vegetables less than one time daily,2019,23.8,27.025,23.549999999999997,26.614285714285717,26.439999999999998,23.4
1012,Illinois,Percent of adults who report consuming vegetables less than one time daily,2021,17.0,17.375,16.75,18.2,19.925,16.6
1013,Indiana,Percent of adults aged 18 years and older who have an overweight classification,2011,34.483333333333334,33.7,34.7,34.44285714285714,34.04,34.8
1014,Indiana,Percent of adults aged 18 years and older who have an overweight classification,2012,33.516666666666666,33.475,34.1,33.6,31.9,34.1
1015,Indiana,Percent of adults aged 18 years and older who have an overweight classification,2013,35.050000000000004,34.974999999999994,35.400000000000006,35.01428571428572,31.183333333333337,35.4
1016,Indiana,Percent of adults aged 18 years and older who have an overweight classification,2014,33.333333333333336,33.425000000000004,33.7,33.3,32.15,33.7
1017,Indiana,Percent of adults aged 18 years and older who have an overweight classification,2015,34.81666666666667,36.4,35.25,35.07142857142857,37.54,35.2
1018,Indiana,Percent of adults aged 18 years and older who have an overweight classification,2016,34.266666666666666,34.849999999999994,34.65,34.300000000000004,33.61666666666667,34.7
1019,Indiana,Percent of adults aged 18 years and older who have an overweight classification,2017,33.81666666666667,34.6,34.4,33.27142857142857,35.766666666666666,34.4
1020,Indiana,Percent of adults aged 18 years and older who have an overweight classification,2018,31.883333333333336,31.299999999999997,32.3,31.6,28.428571428571427,32.3
1021,Indiana,Percent of adults aged 18 years and older who have an overweight classification,2019,33.43333333333333,32.725,33.7,32.9,31.642857142857142,33.8
1022,Indiana,Percent of adults aged 18 years and older who have an overweight classification,2020,31.933333333333334,31.775,32.25,31.042857142857144,27.7,32.4
1023,Indiana,Percent of adults aged 18 years and older who have an overweight classification,2021,32.78333333333333,32.75,33.25,31.728571428571428,30.928571428571427,33.3
1024,Indiana,Percent of adults aged 18 years and older who have an overweight classification,2022,32.583333333333336,32.475,33.3,31.7,31.919999999999998,33.3
1025,Indiana,Percent of adults aged 18 years and older who have an overweight classification,2023,32.71666666666667,33.275,33.3,31.95714285714286,32.714285714285715,33.3
1026,Indiana,Percent of adults aged 18 years and older who have obesity,2011,30.46666666666667,30.95,30.85,31.214285714285715,37.94,30.8
1027,Indiana,Percent of adults aged 18 years and older who have obesity,2012,31.133333333333336,31.6,31.35,31.942857142857143,32.3,31.4
1028,Indiana,Percent of adults aged 18 years and older who have obesity,2013,31.350000000000005,31.775,31.85,32.44285714285714,32.699999999999996,31.8
1029,Indiana,Percent of adults aged 18 years and older who have obesity,2014,32.36666666666667,32.6,32.75,32.98571428571429,30.833333333333332,32.7
1030,Indiana,Percent of adults aged 18 years and older who have obesity,2015,31.0,30.049999999999997,31.299999999999997,31.785714285714285,27.8,31.3
1031,Indiana,Percent of adults aged 18 years and older who have obesity,2016,32.083333333333336,32.275,32.45,32.971428571428575,31.400000000000002,32.5
1032,Indiana,Percent of adults aged 18 years and older who have obesity,2017,33.11666666666667,33.3,33.6,34.4,31.166666666666668,33.6
1033,Indiana,Percent of adults aged 18 years and older who have obesity,2018,33.86666666666667,33.900000000000006,34.05,34.5,36.542857142857144,34.1
1034,Indiana,Percent of adults aged 18 years and older who have obesity,2019,35.06666666666667,36.6,35.3,36.32857142857143,33.22857142857143,35.3
1035,Indiana,Percent of adults aged 18 years and older who have obesity,2020,36.61666666666667,36.849999999999994,36.75,37.41428571428571,34.05714285714286,36.8
1036,Indiana,Percent of adults aged 18 years and older who have obesity,2021,36.11666666666667,36.675,36.3,38.357142857142854,34.971428571428575,36.3
1037,Indiana,Percent of adults aged 18 years and older who have obesity,2022,37.833333333333336,38.0,37.7,38.75714285714286,31.939999999999998,37.7
1038,Indiana,Percent of adults aged 18 years and older who have obesity,2023,37.766666666666666,38.375,37.85,39.457142857142856,35.8,37.8
1039,Indiana,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2011,46.15,45.45,45.95,45.214285714285715,45.06,46.0
1040,Indiana,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2013,44.300000000000004,43.15,44.150000000000006,42.9,38.56666666666667,44.0
1041,Indiana,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2015,43.93333333333334,43.2,44.099999999999994,42.642857142857146,43.019999999999996,44.1
1042,Indiana,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2017,46.416666666666664,45.05,46.45,44.471428571428575,45.96666666666667,46.4
1043,Indiana,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2019,46.78333333333333,45.5,46.95,45.042857142857144,48.142857142857146,46.9
1044,Indiana,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2023,62.083333333333336,60.225,62.0,57.9,58.07142857142857,61.9
1045,Indiana,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,2011,17.7,17.025,17.35,16.614285714285714,19.34,17.3
